id,artist
1511,Pete Venters
1512,Dameon Willich
1513,Pete Venters
1514,Jesper Myrfors
1515,Dameon Willich
1516,Sandra Everingham
1517,Mark Tedin
1526,Randy Asplund-Faith
1527,Dan Frazier
1528,Dan Frazier
1529,Melissa A. Benson
1530,Anson Maddocks
1531,Mark Poole
1532,Richard Thomas
1533,Kaja Foglio
1534,Brian Snõddy
1536,Mark Poole
1541,Mark Poole
1543,Sandra Everingham
1544,Dan Frazier
1545,Dameon Willich
57,Ralph Horsley
58,Adam Rex
59,Christopher Moeller
60,Christopher Moeller
63,Scott M. Fischer
620,Mark Poole
71,Carl Critchlow
72,Carl Critchlow
73,Jeremy Jarvis
76,Anthony S. Waters
77,Anthony S. Waters
80,Adam Rex
82,Jeremy Jarvis
83,Matt Thompson
84,Thomas M. Baxa
113,Eric Peterson
115,Nelson DeCastro
125,Dan Dos Santos
126,Dan Dos Santos
1523,NéNé Thomas
127,Greg Hildebrandt
128,Alex Horley-Orlandelli
132,Luca Zontini
675,Dan Frazier
134,Brian Despain
140,Aleksi Briclot
170,Chippy
171,John Matson
177,D. Alexander Gregory
181,Dave Dorman
183,Zoltan Boros & Gabor Szikszai
184,Brian Snõddy
188,Terese Nielsen
189,Ben Thompson
191,Nick Percival
192,Steve Luke
193,Mike Ploog
194,Jeff Miracola
196,Rebecca Guay
197,Christopher Moeller
202,Mark Zug
203,Jim Murray
260,D. Alexander Gregory
204,D. Alexander Gregory
206,Chippy
207,Zoltan Boros & Gabor Szikszai
208,Gary Ruddell
209,Jim Pavelec
210,Jim Pavelec
215,John Avon
218,Greg Hildebrandt
222,Greg Staples
223,Paolo Parente
228,Jon Foster
229,Greg Hildebrandt
232,Paolo Parente
233,Paolo Parente
237,Lars Grant-West
239,Gary Ruddell
248,Matt Cavotta
253,John Howe
259,D. Alexander Gregory
261,Jeremy Jarvis
266,Mark Zug
267,Mark Zug
268,Jeffrey R. Busch
269,Tim Hildebrandt
270,Ron Spears
271,Ron Spears
272,Carl Critchlow
273,Carl Critchlow
276,Brian Snõddy
277,Brian Snõddy
279,Steven Belledin
280,Pete Venters
516,Dan Frazier
613,Douglas Shuler
614,Douglas Shuler
616,Sandra Everingham
617,Mark Poole
619,Dan Frazier
622,Daniel Gelon
624,Julie Baroh
627,Melissa A. Benson
628,Anson Maddocks
629,Jesper Myrfors
630,Anson Maddocks
631,Jeff A. Menges
633,Dan Frazier
637,Mark Poole
638,Sandra Everingham
639,Ron Spencer
640,Douglas Shuler
642,Amy Weber
643,Douglas Shuler
645,Jesper Myrfors
647,Mark Poole
648,Dameon Willich
649,Anson Maddocks
1563,Richard Thomas
654,Quinton Hoover
655,Dan Frazier
656,Anson Maddocks
658,Mark Tedin
659,Dan Frazier
660,Dameon Willich
661,Amy Weber
1564,Dameon Willich
669,Kev Brockschmidt
670,Christopher Rush
671,Christopher Rush
672,Christopher Rush
676,Douglas Shuler
677,Sandra Everingham
678,Richard Thomas
682,Amy Weber
684,Jesper Myrfors
686,Daniel Gelon
687,Dan Frazier
692,Daniel Gelon
693,Jeff A. Menges
694,Dan Frazier
696,Jesper Myrfors
702,Jesper Myrfors
705,Dameon Willich
706,Sandra Everingham
709,Dameon Willich
710,Dan Frazier
711,Dameon Willich
713,Mark Poole
715,Dameon Willich
793,Jesper Myrfors
716,Amy Weber
717,Anson Maddocks
718,Jesper Myrfors
720,Anson Maddocks
721,Mark Poole
722,Quinton Hoover
723,Dameon Willich
726,Mark Poole
729,Douglas Shuler
730,Richard Thomas
735,Cornelius Brudi
737,Rob Alexander
738,Mark Poole
739,Amy Weber
740,Jesper Myrfors
1565,Mark Poole
940,Franz Vohwinkel
942,Michael Sutfin
945,Dan Scott
946,Christopher Moeller
949,Chris Seaman
981,Rob Alexander
952,Yang Hong
955,Tyler Jacobson
956,Jaime Jones
958,Lars Grant-West
960,Jason Felix
961,Vincent Proce
989,Cynthia Sheppard
991,Arnie Swekel
994,Greg Opalinski
1004,Steve Argyle
1011,Darek Zabrocki
1012,Zoltan Boros
1063,Titus Lunter
1064,Steve Argyle
1065,Franz Vohwinkel
1066,Igor Kieryluk
1446,Dan Frazier
1069,Alan Pollack
1070,Victor Adame Minguez
1071,Steven Belledin
1074,Mark Harrison
1077,Jeremy Jarvis
1078,Martina Pilcerova
1079,Dan Scott
1080,Matt Stewart
1081,Ulrich Brunin
1082,David Martin
1083,Vincent Proce
1084,Chippy
1085,Volkan Baǵa
1447,Anson Maddocks
1141,Brian Snõddy
1142,Christopher Moeller
1143,Mark Tedin
1144,Jason Chan
1146,Jeff Simpson
1148,Ron Spencer
1149,Chuck Lukacs
1150,Scott M. Fischer
1153,Eric Velhagen
1154,Chuck Lukacs
1155,Richard Kane Ferguson
1156,Jim Pavelec
1158,Mark Zug
1402,Amy Weber
1159,Mark Poole
1160,Ron Spencer
1161,Mark Poole
1190,Noah Bradley
1191,John Avon
1192,Noah Bradley
1193,Thomas M. Baxa
1194,Scott M. Fischer
1195,Dan Frazier
1196,Jesper Myrfors
1205,Sandra Everingham
1199,Dan Frazier
1200,Julie Baroh
1201,Dan Frazier
1202,Dameon Willich
1203,Jesper Myrfors
1204,Dameon Willich
1206,Mark Tedin
1207,Douglas Shuler
1208,Jesper Myrfors
1210,Mark Poole
1211,Amy Weber
1212,Mark Poole
1213,Mark Poole
1214,Dan Frazier
1215,Anson Maddocks
1216,Dan Frazier
1217,Melissa A. Benson
1218,Anson Maddocks
1219,Mark Poole
1220,Richard Thomas
1221,Rob Alexander
1259,Julie Baroh
1261,Dameon Willich
1264,Dameon Willich
1267,Drew Tucker
1268,Richard Thomas
1270,Brian Snõddy
1271,Anson Maddocks
1274,Anson Maddocks
1275,Mark Poole
1276,Brian Snõddy
1277,Fay Jones
1278,Amy Weber
1279,Mark Poole
1280,Douglas Shuler
1281,Douglas Shuler
1283,Douglas Shuler
1287,Anson Maddocks
1288,Jesper Myrfors
1324,Mark Poole
1326,Ron Spencer
1327,Douglas Shuler
1329,Amy Weber
1334,Mark Poole
1335,Dameon Willich
1336,Anson Maddocks
1341,Quinton Hoover
1342,Dan Frazier
1344,Mark Tedin
1345,Dan Frazier
1346,Dameon Willich
1347,Amy Weber
1354,Kev Brockschmidt
1551,Kaja Foglio
1552,Jeff A. Menges
1554,NéNé Thomas
1557,Dan Frazier
1558,Quinton Hoover
1560,Douglas Shuler
1566,Anson Maddocks
1567,Douglas Shuler
1568,Kaja Foglio
1569,Daniel Gelon
1570,Pete Venters
1571,Quinton Hoover
1572,Anson Maddocks
1573,Dennis Detwiller
1574,Phil Foglio
1579,Mark Poole
1581,Anson Maddocks
1583,Julie Baroh
1585,Dameon Willich
1587,Mark Tedin
1589,Dameon Willich
1592,Drew Tucker
1593,Richard Thomas
1596,Brian Snõddy
1597,Christopher Rush
1601,Anson Maddocks
1602,Mark Poole
1603,Brian Snõddy
1604,Fay Jones
1605,Amy Weber
1606,Jesper Myrfors
1607,Mark Poole
1609,Rob Alexander
1610,Douglas Shuler
1611,Douglas Shuler
1612,Douglas Shuler
1618,Anson Maddocks
1619,Drew Tucker
1620,Jesper Myrfors
1622,Pete Venters
1627,Jesper Myrfors
1629,Sandra Everingham
1630,Anson Maddocks
1631,Sandra Everingham
1632,Douglas Shuler
1636,Sandra Everingham
1637,Mark Poole
1639,Dan Frazier
1640,Phil Foglio
1641,Mark Poole
1650,Melissa A. Benson
1651,Anson Maddocks
1652,Jesper Myrfors
1654,Anson Maddocks
1656,Jeff A. Menges
1661,Mark Poole
1663,"Edward P. Beard, Jr."
1664,Ron Spencer
1666,Douglas Shuler
1669,Amy Weber
1670,Douglas Shuler
1672,Ron Spencer
1678,Anson Maddocks
1680,Daniel Gelon
1682,Dameon Willich
1684,Randy Asplund-Faith
1685,Anson Maddocks
1689,Dan Frazier
1690,Anson Maddocks
1692,Mark Tedin
1693,Dan Frazier
1415,Douglas Shuler
1416,Richard Thomas
1421,Cornelius Brudi
1423,Rob Alexander
1424,Mark Poole
1425,Mark Tedin
1426,Dan Frazier
1427,Amy Weber
1428,Amy Weber
1429,Jesper Myrfors
1430,Richard Thomas
1431,Jesper Myrfors
1433,Amy Weber
1435,Amy Weber
1436,Amy Weber
1438,Dan Frazier
1439,Dan Frazier
1441,Dameon Willich
1442,Mark Tedin
1443,Douglas Shuler
1444,Mark Tedin
1445,Mark Poole
1448,Margaret Organ-Kean
1449,Anson Maddocks
1450,Dan Frazier
1451,Dameon Willich
1452,Mark Tedin
1454,Christopher Rush
1455,Daniel Gelon
1522,Amy Weber
1457,Mark Tedin
1458,Quinton Hoover
1459,Kaja Foglio
1461,Mark Tedin
1465,Kaja Foglio
1466,Pete Venters
1467,Christopher Rush
1468,Mark Tedin
1469,Dameon Willich
1470,Dan Frazier
1471,Sandra Everingham
1472,Richard Thomas
1473,Anson Maddocks
1474,Mark Tedin
1475,Mark Tedin
1476,Rob Alexander
1477,Jesper Myrfors
1478,Cornelius Brudi
1479,Rob Alexander
1480,Jesper Myrfors
1481,Rob Alexander
1482,Jesper Myrfors
1483,Jesper Myrfors
1484,Rob Alexander
1485,Brian Snõddy
1486,Jesper Myrfors
1487,Jesper Myrfors
1488,Jesper Myrfors
1489,Mark Poole
1490,Mark Poole
1491,Mark Poole
1492,Dan Frazier
1493,Dan Frazier
1494,Dan Frazier
1495,Douglas Shuler
1907,Richard Thomas
1908,Kaja Foglio
1909,Brian Snõddy
1911,Mark Poole
1916,Mark Poole
1918,Sandra Everingham
1919,Dan Frazier
1920,Dameon Willich
1921,Douglas Shuler
1924,Mark Poole
1926,Kaja Foglio
1927,Jeff A. Menges
1929,NéNé Thomas
1932,Dan Frazier
1933,Quinton Hoover
1935,Douglas Shuler
5226,Lius Lasahido
1937,Brian Snõddy
1938,Richard Thomas
1939,Dameon Willich
1940,Mark Poole
1941,Anson Maddocks
1942,Douglas Shuler
1943,NéNé Thomas
1945,Mark Poole
1947,Anson Maddocks
1949,Julie Baroh
1951,Dameon Willich
1953,Mark Tedin
1955,Dameon Willich
1958,Drew Tucker
1959,Richard Thomas
1962,Brian Snõddy
1963,Christopher Rush
5251,Johann Bodin
2408,Ron Spencer
2411,Christopher Moeller
2413,Ben Thompson
2415,Stephen Tappin
2420,John Avon
2421,Mark Zug
2422,Darrell Riche
2424,Una Fricker
2425,Drew Tucker
2428,Harold McNeill
2430,Richard Kane Ferguson
2431,D. Alexander Gregory
2432,Jesper Myrfors
2433,Anson Maddocks
2554,Rob Alexander
2555,Charles Gillespie
2556,Douglas Shuler
2557,John Matson
2562,Liz Danforth
2564,Anson Maddocks
2565,Doug Keith
2566,Gary Leach
2568,Ian Miller
5360,Magali Villeneuve
2573,Adrian Smith
2574,Margaret Organ-Kean
2576,Margaret Organ-Kean
2577,Jesper Myrfors
2578,Clint Langley
2579,Anson Maddocks
2601,Mark Tedin
2581,Andrew Robinson
2585,Bob Eggleton
2688,Dan Frazier
2691,Greg Simanson
2693,Kaja Foglio
2694,Anson Maddocks
5253,Raymond Swanland
2697,James Allen
2700,Tom Kyffin
2702,Tony Roberts
2704,Douglas Shuler
2707,Blackie del Rio
2708,"Ken Meyer, Jr."
2710,Janine Johnston
2939,Richard Kane Ferguson
2774,Pat Morrissey
2775,Kaja Foglio
2778,Stuart Griffin
2779,Margaret Organ-Kean
2780,Ian Miller
2781,Anson Maddocks
2782,Mark Tedin
2783,Amy Weber
2784,Tom Wänerstrand
2786,DiTerlizzi
2791,Steve Luke
2792,Roger Raupp
2793,Donato Giancola
5148,Titus Lunter
2796,Randy Gallegos
1546,Douglas Shuler
1549,Mark Poole
1744,Jesper Myrfors
1747,Dameon Willich
1748,Sandra Everingham
1751,Dameon Willich
1752,Dameon Willich
1757,Dameon Willich
1758,Amy Weber
1759,Anson Maddocks
1760,Jesper Myrfors
1762,Anson Maddocks
1768,Quinton Hoover
1769,Brian Snõddy
1772,Mark Poole
1773,Harold McNeill
1776,Kerstin Kaman
1777,Douglas Shuler
1778,Richard Thomas
1779,NéNé Thomas
1780,Tom Wänerstrand
1785,Cornelius Brudi
1787,Rob Alexander
1789,Mark Poole
1790,Kaja Foglio
1791,Mark Tedin
1792,Dan Frazier
1793,Margaret Organ-Kean
1794,Amy Weber
1795,Amy Weber
1796,Mark Poole
1798,Anson Maddocks
1799,Richard Thomas
1800,Amy Weber
1801,Jesper Myrfors
1804,Amy Weber
1809,Amy Weber
1810,Amy Weber
1811,Amy Weber
1812,Richard Thomas
1815,Dan Frazier
1816,Dan Frazier
1818,Dameon Willich
1819,Quinton Hoover
1820,Mark Tedin
1821,Douglas Shuler
1823,Christopher Rush
1824,Mark Tedin
1825,Mark Poole
1826,Dan Frazier
1827,Anson Maddocks
1828,Margaret Organ-Kean
1829,Anson Maddocks
1830,Dameon Willich
1831,Mark Tedin
1832,Christopher Rush
1833,Daniel Gelon
1834,Mark Tedin
1835,Quinton Hoover
1836,Kaja Foglio
1838,Mark Tedin
1842,Kaja Foglio
1843,Mark Tedin
1844,Christopher Rush
1845,Dan Frazier
1846,Dameon Willich
1847,Dan Frazier
1848,Douglas Shuler
1849,Dan Frazier
1851,Sandra Everingham
1852,Richard Thomas
1853,Anson Maddocks
1857,Anthony S. Waters
1858,Mark Tedin
1859,Mark Tedin
1861,Kaja Foglio & Phil Foglio
1862,Brian Snõddy
1863,Daniel Gelon
1864,Jesper Myrfors
1865,Jesper Myrfors
1866,Jesper Myrfors
1867,Mark Poole
1868,Mark Poole
1869,Mark Poole
1870,Dan Frazier
1871,Dan Frazier
1872,Dan Frazier
1873,Douglas Shuler
1874,Douglas Shuler
1875,Douglas Shuler
1876,Christopher Rush
1877,Christopher Rush
1878,Christopher Rush
1879,Harold McNeill
1882,Dan Frazier
1883,Jesper Myrfors
1886,Dan Frazier
1887,Julie Baroh
1888,Dan Frazier
1889,Pete Venters
1890,Dameon Willich
1891,Pete Venters
1892,Jesper Myrfors
1893,Dameon Willich
1894,Sandra Everingham
1895,Mark Tedin
1896,Douglas Shuler
1897,Jesper Myrfors
1899,Mark Poole
1900,Amy Weber
1901,NéNé Thomas
1902,Dan Frazier
1903,Dan Frazier
1904,Melissa A. Benson
1905,Anson Maddocks
1906,Mark Poole
2090,Christopher Rush
2091,Christopher Rush
2094,Dan Frazier
2095,Douglas Shuler
2096,Anson Maddocks
2097,Richard Thomas
2101,Jesper Myrfors
2103,Daniel Gelon
2105,Mark Poole
2106,Dan Frazier
2111,Justin Hampton
2112,Jeff A. Menges
2118,Jesper Myrfors
2119,Susan Van Camp
2123,Jesper Myrfors
2126,Dameon Willich
2127,Sandra Everingham
5088,Kieran Yanner
2130,Dameon Willich
2131,Dameon Willich
2136,Dameon Willich
2137,Amy Weber
2138,Anson Maddocks
2139,Jesper Myrfors
2141,Anson Maddocks
5089,Kasia 'Kafis' Zielińska
2147,Quinton Hoover
2148,Brian Snõddy
2151,Mark Poole
2180,Jesper Myrfors
2183,Amy Weber
2188,Amy Weber
2189,Amy Weber
2190,Amy Weber
2191,Richard Thomas
2194,Dan Frazier
2197,Dameon Willich
2198,Quinton Hoover
2199,Mark Tedin
2200,Douglas Shuler
2202,Christopher Rush
2203,Mark Tedin
2204,Mark Poole
2205,Dan Frazier
2206,Anson Maddocks
2207,Margaret Organ-Kean
2208,Anson Maddocks
2209,Dameon Willich
2210,Mark Tedin
2211,Christopher Rush
2240,Kaja Foglio & Phil Foglio
2241,Brian Snõddy
2242,Daniel Gelon
2243,Jesper Myrfors
2244,Jesper Myrfors
2245,Jesper Myrfors
2246,Mark Poole
2459,Anson Maddocks
2247,Mark Poole
2248,Mark Poole
2249,Dan Frazier
2250,Dan Frazier
2251,Dan Frazier
2252,Douglas Shuler
2253,Douglas Shuler
5358,Josu Hernaiz
2254,Douglas Shuler
2255,Christopher Rush
2256,Christopher Rush
2257,Christopher Rush
2258,John Matson
2259,Doug Chaffee
2263,Rob Alexander
2265,Terese Nielsen
2380,Arnie Swekel
2381,Ittoku
2382,Doug Chaffee
